ADM1_NAME,ADM2_NAME,ADM2_CODE,latitude,longitude
Dnipropetrovs'k,Sofi‹vs'kyi,34607.0,47.835445,33.847145
Dnipropetrovs'k,Solonians'kyi,34683.0,48.142955,35.15213
Dnipropetrovs'k,Synel'nykivs'ka,35662.0,48.30055,35.54249
Dnipropetrovs'k,Synel'nykivs'kyi,35663.0,48.286335,35.478635
Dnipropetrovs'k,Tomakivs'kyi,37539.0,47.612085,34.65781
Dnipropetrovs'k,Tsarychans'kyi,37965.0,48.93062,34.52454
Dnipropetrovs'k,Vasyl'kivs'kyi,39199.0,48.20233,36.03056
Dnipropetrovs'k,Verkhn'odniprovs'kyi,39334.0,48.62009,34.070235
Donets'k,Amvrosi‹vs'kyi,1671.0,47.871638,38.481913
Donets'k,Artemivs'ka,2371.0,48.589471,38.001988
Donets'k,Artemivs'kyi,2372.0,48.695657,38.06883
Donets'k,Dobropil's'ka,9996.0,48.46528,37.08712
Donets'k,Dobropil's'kyi,9997.0,48.46336,37.11182
Donets'k,Donets'ka,10139.0,47.955082,37.67529
Donets'k,Dzerzhyns'ka,10511.0,48.388745,37.845879
Donets'k,Horlivs'ka,14516.0,48.30608,38.002536
Donets'k,Iasynuvats'ka,14831.0,48.150246,37.737003
Donets'k,Iasynuvats'kyi,14832.0,48.129833,37.75469
Donets'k,Ienakiievs'ka,14985.0,48.220776,38.206858
Donets'k,Kostiantynivs'ka,18738.0,48.53467,37.6936803554307
Donets'k,Kostiantynivs'kyi,18739.0,48.47357,37.83005
Donets'k,Kramators'ka,18898.0,48.73898,37.584398
Donets'k,Krasnoarmiis'ka,18917.0,48.29097,37.2591
Donets'k,Krasnoarmiis'kyi,18918.0,48.28035,37.1756
Donets'k,Krasnolymans'ka,18940.0,48.8543,37.77658
Donets'k,Krasnolymans'kyi,18941.0,48.96602,37.822451
Donets'k,Maki‹vs'ka,21496.0,48.046529,37.965831
Donets'k,Mariupol's'ka,22073.0,47.096703,37.54144
Donets'k,Mar‹ns'kyi,21886.0,47.91393,37.435381
Donets'k,Novoazovs'kyi,25887.0,47.1304685,37.86162
Donets'k,Novohrodivs'ka,25899.0,48.1479,37.303905
Donets'k,Oleksandrivs'kyi,26477.0,48.633015,36.980918
Donets'k,Pershotravnevyi,28180.0,47.07331,37.45171
Donets'k,Selydovs'ka,33278.0,48.05442,37.376
Donets'k,Shakhtars'ka,33595.0,48.04733,38.47116
Donets'k,Shakhtars'kyi,33596.0,48.1470073,38.3534259243766
Donets'k,Slovians'ka,34511.0,48.8522691,37.6058241
Donets'k,Slovians'kyi,34512.0,49.016056,37.561392
Donets'k,Snizhnens'ka,34555.0,48.02745,38.76346
Donets'k,Starobeshivs'kyi,35083.0,47.75095,38.01346
Donets'k,Tel'manivs'kyi,36664.0,47.42425,37.7539165
Donets'k,Torez'ka,37667.0,48.028575000000004,38.649995000000004
Donets'k,Velykonovosilkivs'kyi,39275.0,47.79182,36.80969
Donets'k,Volnovas'kyi,39781.0,47.6899,37.483508
Donets'k,Volodars'kyi,39784.0,47.297251,37.613368
Donets'k,Vuhledars'ka,39876.0,48.33968,38.39991
Donets'k,n.a. ( 394),24295.0,48.5919765,37.81975
Donets'k,n.a. ( 511),24298.0,48.040258,38.145854
Ivano-Frankivs'k,Dolyns'kyi,10083.0,48.97823,23.97896
Ivano-Frankivs'k,Halyts'kyi,13777.0,49.131719,24.700661
Ivano-Frankivs'k,Horodenkivs'kyi,14523.0,48.68329,25.5872
Ivano-Frankivs'k,Iaremchans'ka,14828.0,48.348857,24.4443
Ivano-Frankivs'k,Ivano-Frankivs'ka,15846.0,48.922677,24.711162
Ivano-Frankivs'k,Kalus'kyi,17029.0,49.060680000000005,24.391435
Ivano-Frankivs'k,Kolomyis'kyi,18526.0,48.56207,25.10857
Ivano-Frankivs'k,Nadvirnians'kyi,24588.0,48.62821,24.61667
Ivano-Frankivs'k,Rohatyns'kyi,30656.0,49.30205,24.73297
Ivano-Frankivs'k,Sniatyns'kyi,34551.0,48.52909,25.371209999999998
Ivano-Frankivs'k,Tlumats'kyi,37438.0,48.95134,24.98096
Ivano-Frankivs'k,Tysmenyts'kyi,38311.0,48.95666,24.75992
Kharkiv,Balakliis'kyi,3178.0,49.49293,36.74917
Kharkiv,Barvinkivs'kyi,3770.0,48.909936,37.023193
Kharkiv,Blyzniukivs'kyi,4830.0,48.75631,36.3588
Kharkiv,Bohodukhivs'kyi,4966.0,50.16017,35.5267
Kharkiv,Borivs'kyi,5218.0,49.39081,37.75005
Kharkiv,Chuhu‹vs'kyi,8040.0,49.835274,36.679453
Kharkiv,Derhachivs'kyi,9588.0,50.11574,36.178633
Kharkiv,Dvorichans'kyi,10500.0,49.94128,37.733572
Kharkiv,Iziums'ka,15938.0,49.21962,37.29867
Kharkiv,Iziums'kyi,15939.0,49.191274,37.278279
Kharkiv,Kehychivs'kyi,17649.0,49.324579,36.023611
Kharkiv,Kharkivs'ka,17850.0,49.992167,36.231202
Kharkiv,Kharkivs'kyi,17851.0,50.16273,36.42001
Kharkiv,Krasnohrads'kyi,18930.0,49.393553,35.59462
Kharkiv,Krasnokuts'kyi,18937.0,49.87223,35.01641
Kharkiv,Kupians'ka,19188.0,49.710797,37.614779
Kharkiv,Kupians'kyi,19189.0,49.64334,37.83794
Kharkiv,Lozivs'ka,20811.0,48.890048,36.311368
Kharkiv,Lozivs'kyi,20812.0,48.901565000000005,36.31891
Kharkiv,Novovodolaz'kyi,25943.0,49.785865,35.8283
Kharkiv,Pecheniz'kyi,27962.0,49.864659,36.9332705
Kharkiv,Pervomais'kyi,28192.0,49.38024,36.213894999999994
Kharkiv,Shevchenkivs'kyi,33738.0,49.69312,37.178595
Kharkiv,Valkivs'kyi,39027.0,49.917123,35.414795
Kharkiv,Velykoburluts'kyi,39272.0,50.118384,37.565964
Kharkiv,Vovchans'kyi,39837.0,50.294007,36.936802
Kharkiv,Zachepylivs'kyi,41069.0,49.23228,35.153490000000005
Kharkiv,Zmiïvs'kyi,41407.0,49.61494,36.505117
Kharkiv,Zolochivs'kyi,41422.0,50.38444,35.98778
Kherson,Beryslavs'kyi,4444.0,46.83413,33.4138
Kherson,Bilozers'kyi,4625.0,46.6778585,32.56176
Kherson,Chaplyns'kyi,7483.0,46.40014,33.64151
Kherson,Heniches'kyi,14160.0,46.176416,34.805935
Kherson,Holoprystans'kyi,14449.0,46.529659,32.537102
Kherson,Hornosta‹vs'kyi,14519.0,46.90235,33.71934
Kherson,Kakhovs'kyi,16943.0,46.55783,33.481729
Kherson,Kalanchats'kyi,16971.0,46.25718,33.35032
Kherson,Khersons'ka,17890.0,46.640319,32.614962
Kherson,Novokahovs'ka,25900.0,46.7346855,33.300326999999996
Kherson,Novotro‹ts'kyi,25936.0,46.354369,34.336188
Kherson,Novovorontsovs'kyi,25945.0,47.30869,33.781398
Kherson,Nyzhn'osirohoz'kyi,26132.0,46.92776,34.44214
Kherson,Skadovs'kyi,34412.0,46.13277,32.74475
Kherson,Tsiurupyns'kyi,37995.0,46.74114,33.11783
Kherson,Velykolepetys'kyi,39273.0,47.1783,33.94771
Kherson,Velykooleksandrivs'kyi,39276.0,47.09864,33.312019
Kherson,Verkhn'orohachyts'kyi,39335.0,47.336961,34.151089
Kherson,Vysokopil's'kyi,39924.0,47.46235,33.48461
Khmel'nyts'kyy,Bilohirs'kyi,4619.0,50.001433,26.411853
Khmel'nyts'kyy,Chemerovets'kyi,7608.0,48.975145,26.402900000000002
Khmel'nyts'kyy,Derazhnians'kyi,9576.0,49.29476,27.29899
Khmel'nyts'kyy,Dunaievets'kyi,10433.0,48.76343,27.02087
Khmel'nyts'kyy,Horodots'kyi,14527.0,49.3466,26.521
Khmel'nyts'kyy,Iarmolynets'kyi,14829.0,49.27676,27.00371
Khmel'nyts'kyy,Iziaslavs'kyi,15937.0,50.220735000000005,26.661070000000002
Khmel'nyts'kyy,Kamianets'-Podil's'ka,17062.0,48.67834,26.58319
Khmel'nyts'kyy,Kamianets'-Podil's'kyi,17063.0,48.53156,26.64442
Khmel'nyts'kyy,Khmel'nyts'ka,17913.0,49.423013,26.98717
Khmel'nyts'kyy,Khmel'nyts'kyi,17914.0,49.507388,26.92966
Khmel'nyts'kyy,Krasylivs'kyi,18965.0,49.70644,26.82313
Khmel'nyts'kyy,Letychivs'kyi,20308.0,49.499575,27.295189999999998
Khmel'nyts'kyy,Novoushyts'kyi,25939.0,48.68413,27.20842
Khmel'nyts'kyy,Polons'kyi,28889.0,50.009718,27.370445
Khmel'nyts'kyy,Shepetivs'ka,33724.0,50.187922,27.07017
Khmel'nyts'kyy,Shepetivs'kyi,33725.0,50.150487,27.245166
Khmel'nyts'kyy,Slavuts'kyi,34481.0,50.30195,26.64803
Khmel'nyts'kyy,Starokostiantynivs'kyi,35087.0,49.754164,27.23605
Khmel'nyts'kyy,Starosyniavs'kyi,35096.0,49.52811,27.45788
Khmel'nyts'kyy,Teofipol's'kyi,36766.0,49.81318,26.3356
Khmel'nyts'kyy,Vin'kovets'kyi,39614.0,49.01095,27.22184
Khmel'nyts'kyy,Volochys'kyi,39782.0,49.63012,26.41292
Kiev,Baryshivs'kyi,3775.0,50.420434,31.340154
Kiev,Bilotserkivs'ka,4622.0,49.795806,30.117278
Kiev,Bilotserkivs'kyi,4623.0,49.80411,30.17754
Kiev,Bohuslavs'kyi,4968.0,49.547898,30.873991
Kiev,Borodians'kyi,5235.0,50.64374,29.933213
Kiev,Boryspil's'ka,5260.0,50.351191,30.950743
Kiev,Brovars'ka,5671.0,50.511136,30.789981
Kiev,Brovars'kyi,5672.0,50.58241,30.90488
Kiev,Fastivs'ka,11510.0,50.078755,29.914842
Kiev,Fastivs'kyi,11511.0,50.0497,29.87526
Kiev,Iahotyns'kyi,14818.0,50.25816,32.03064
Kiev,Irpins'ka,15506.0,50.553346,30.213451
Kiev,Ivankivs'kyi,15844.0,51.27784,30.12291
Kiev,Kaharlyts'kyi,16886.0,49.965941,30.9581
Kiev,Kyievo-Sviatoshyns'kyi,19355.0,50.519756,30.244587
Kiev,Makarivs'kyi,21482.0,50.467221,29.850613
Kiev,Myronivs'kyi,24276.0,49.658842,30.981484
Kiev,Obukhivs'kyi,26204.0,50.023928,30.476622
Kiev,Pereiaslav-Khmel'nyts'kyi,28130.0,50.01388,31.38404
Kiev,Polis'kyi,28882.0,51.191789,29.55322
Kiev,Rokytnians'kyi,30669.0,49.74578,30.52277
Kiev,Skvyrs'kyi,34465.0,49.68375,29.87835
Kiev,Stavyshchens'kyi,35110.0,49.32365,30.09323
Kiev,Tarashchans'kyi,36382.0,49.51118,30.61322
Kiev,Tetiïvs'kyi,36912.0,49.362805,29.69742
Kiev,Vasyl'kivs'kyi,39199.0,50.179501,30.23163
Kiev,Volodars'kyi,39784.0,49.636613,29.952823
Kiev,Vyshhorods'kyi,39919.0,50.67554,30.39848
Kiev,Zgurivs'kyi,41287.0,50.440478,31.888505000000002
Kiev City,Darnyts'kyi,9350.0,50.409523,30.69133
Kiev City,Desnians'kyi,9614.0,50.49417,30.6443
Kiev City,Dniprovs'kyi,9968.0,50.45594,30.61292
Kiev City,Holosiïvs'kyi,14450.0,50.388763,30.50423
Kiev City,Obolons'kyi,26190.0,50.5084,30.49826
Kiev City,Shevchenkivs'kyi,33738.0,50.450441,30.52355
Kiev City,Sviatoshyns'kyi,35620.0,50.464747,30.3697285436934
Kirovohrad,Dolyns'kyi,10083.0,48.03402,32.84912
Kirovohrad,Holovanivs'kyi,14451.0,48.53479,30.42664
Kirovohrad,Kirovohrads'kyi,18226.0,48.510363,32.2656283
Kirovohrad,Kompani‹vs'kyi,18563.0,48.24006,32.34375
Kirovohrad,Malovyskivs'kyi,21621.0,48.57479,31.9043
Kirovohrad,Novoarkhanhel's'kyi,25886.0,48.75305,31.11029
Kirovohrad,Novomyrhorods'kyi,25914.0,48.87428,31.7563
Kirovohrad,Novoukra‹ns'kyi,25938.0,48.315542,31.526941
Kirovohrad,Oleksandriis'kyi,26476.0,48.787261,33.06403
Kirovohrad,Oleksandrivs'kyi,26477.0,48.82495,32.18445
Kirovohrad,Onufri‹vs'kyi,26646.0,48.80623,33.453385
Kirovohrad,Petrivs'kyi,28247.0,48.34026,33.2666
Kirovohrad,Svitlovods'kyi,35628.0,48.945344,32.879858
Kirovohrad,Ustynivs'kyi,38825.0,47.9576,32.53614
Kirovohrad,Znamians'kyi,41411.0,48.71317,32.61566
L'viv,Brodivs'kyi,5647.0,50.083467,25.143926
L'viv,Bus'kyi,6036.0,49.9591,24.61006
L'viv,Drohobyts'kyi,10334.0,49.345742,23.470858
L'viv,Horodots'kyi,14527.0,49.65643,23.5768
L'viv,Iavorivs'kyi,14834.0,49.946319,23.32022
L'viv,Kamianka-Buz'kyi,17064.0,49.89817,24.2276
L'viv,L'vivs'ka,19402.0,49.839323,24.029898
L'viv,Mostys'kyi,23765.0,49.801092,22.974979
L'viv,Mykola‹vs'kyi,24268.0,49.52372,23.98522
L'viv,Peremyshlians'kyi,28137.0,49.65551,24.36218
L'viv,Pustomytivs'kyi,29580.0,49.717495,23.916737
L'viv,Radekhivs'kyi,29890.0,50.27324,24.60717
L'viv,Sambirs'ka,31434.0,49.518138,23.196953
L'viv,Skolivs'kyi,34450.0,48.77395,23.33565
L'viv,Sokal's'kyi,34627.0,50.294352,24.253758
L'viv,Starosambirs'kyi,35094.0,49.48067,22.70183
L'viv,Stryis'kyi,35233.0,49.27346,23.93509
L'viv,Turkivs'kyi,38218.0,49.20977,22.90433
L'viv,Zhovkivs'kyi,41329.0,50.055621,23.970187
L'viv,Zhydachivs'kyi,41339.0,49.33586,24.09988
L'viv,Zolochivs'kyi,41422.0,49.807533,24.903204
Luhans'k,Alchevs'ka,1222.0,48.472235,38.81497
Luhans'k,Antratsytivs'kyi,1932.0,48.312666,38.868351
Luhans'k,Bilokurakyns'kyi,4620.0,49.531553,38.722473
Luhans'k,Bilovods'kyi,4624.0,49.206756,39.576681
Luhans'k,Briankivs'ka,5621.0,48.13515,38.92559
Luhans'k,Kirovs'ka,18227.0,48.64141,38.64786
Luhans'k,Krasnodons'ka,18924.0,48.30447,39.7363
Luhans'k,Krasnodons'kyi,18925.0,48.26706,39.627
Luhans'k,Krasnoluts'ka,18939.0,48.49995,38.59081
Luhans'k,Kremins'kyi,18973.0,49.049943,38.15638
Luhans'k,Luhans'ka,20910.0,48.573896,39.307708
Luhans'k,Lutuhyns'kyi,21029.0,48.55281,39.176535
Luhans'k,Lysychans'ka,21080.0,48.912914,38.419552
Luhans'k,Milovs'kyi,23028.0,49.38516,40.13198
Luhans'k,Novoaidars'kyi,25882.0,48.86708,39.04452
Luhans'k,Novopskovs'kyi,25920.0,49.63619,39.02962
Luhans'k,Pereval's'kyi,28143.0,48.487849,38.8916145
Luhans'k,Popasnians'kyi,28982.0,48.901118,38.48788
Luhans'k,Roven'kivs'ka,30816.0,48.087797,39.370123
Luhans'k,Rubezhans'ka,30854.0,49.025828,38.369633
Luhans'k,Sieverodonets'ka,34129.0,48.967196,38.45455
Luhans'k,Slovianoserbs'kyi,34510.0,48.6228,39.28089
Luhans'k,Stakhanivs'ka,35040.0,48.568137,38.646575
Luhans'k,Stanychno-Luhans'kyi,35060.0,48.737154,39.234207
Luhans'k,Starobil's'kyi,35084.0,49.158739,38.902523
Luhans'k,Svativs'kyi,35579.0,49.46815,37.92695
Luhans'k,Sverdlovs'ka,35597.0,48.07546,39.6476
Luhans'k,Sverdlovs'kyi,35598.0,48.07682,39.47771
Luhans'k,Tro‹ts'kyi,37901.0,49.74149,38.231438
Luhans'k,n.a. ( 182),24292.0,48.719841,38.487165000000005
Mykolayiv,Arbuzyns'kyi,2177.0,47.805757,31.195732
Mykolayiv,Bashtans'kyi,3793.0,47.407052,32.437572
Mykolayiv,Berezans'kyi,4368.0,46.64394,31.26984
Mykolayiv,Bereznehuvats'kyi,4372.0,47.2203535,33.049705
Mykolayiv,Domanivs'kyi,10102.0,47.77188,30.88074
Mykolayiv,Kazanetskyi,17599.0,47.78363,32.96908500000001
Mykolayiv,Kryvoozers'kyi,19031.0,47.98257,30.33325
Mykolayiv,Mykola‹vs'ka,24267.0,46.975574,31.993813
Mykolayiv,Mykola‹vs'kyi,24268.0,47.100365,31.824292
Mykolayiv,Novobuz'kyi,25889.0,47.614345,32.51321
Mykolayiv,Novoodes'kyi,25916.0,47.394622,31.767249
Mykolayiv,Ochakivs'kyi,26216.0,46.614005,31.545653
Mykolayiv,Pervomais'kyi,28192.0,47.91572,30.94031
Mykolayiv,Snihurivs'kyi,34552.0,47.070827,32.799764
Mykolayiv,Veselynivs'kyi,39378.0,47.30513,31.0192
Mykolayiv,Voznesens'kyi,39841.0,47.560501,31.336121
Mykolayiv,Zhovtnevyi,41330.0,46.88742,32.10995
Odessa,Anan'‹vs'kyi,1709.0,47.57336,30.00602
Odessa,Artsyz'kyi,2378.0,46.121891,29.348086
Odessa,Balts'kyi,3302.0,47.81315,29.66309
Odessa,Berezivs'kyi,4371.0,47.16429,30.95589
Odessa,Bilhorod-Dnistrovs'kyi,4609.0,46.19421,30.348495
Odessa,Bilia‹vs'kyi,4610.0,46.52851,30.61331
Odessa,Bolhrads'kyi,5029.0,45.64131,28.70461
Odessa,Ivanivs'kyi,15842.0,46.908223,30.405789
Odessa,Izma‹l's'ka,15941.0,45.41469,29.04433
Odessa,Kiliis'kyi,18107.0,45.47738,29.4983
Odessa,Kodyms'kyi,18447.0,47.90501,29.34822
Odessa,Kominternivs'kyi,18555.0,46.677473,31.00376
Odessa,Kotovs'kyi,18813.0,47.741477,29.684918
Odessa,Krasnooknians'kyi,18942.0,47.43992,29.5609
Odessa,Mykola‹vs'kyi,24268.0,47.54131,30.7588
Odessa,Odes'ka,26260.0,46.484213,30.731689
Odessa,Ovidiopol's'kyi,27181.0,46.31573,30.664217
Odessa,Reniis'kyi,30277.0,45.44156,28.29623
Odessa,Rozdil'nias'kyi,30835.0,46.75,30.25
Odessa,Sarats'kyi,32791.0,46.02207,29.66488
Odessa,Shyria‹vs'kyi,33944.0,47.46986,30.09258
Odessa,Tarutyns'kyi,36463.0,46.24231,29.19342
Odessa,Tatarbunars'kyi,36497.0,45.81354,29.77021
Odessa,Velykomykhailivs'kyi,39274.0,46.97857,29.86977
Poltava,Chutivs'kyi,8081.0,49.66161,35.09858
Poltava,Dykans'kyi,10504.0,49.726240000000004,34.477864999999994
Poltava,Hadiats'kyi,13656.0,50.338229999999996,33.995305
Poltava,Hlobyns'kyi,14362.0,49.23912,32.80518
Poltava,Karlivs'kyi,17358.0,49.35376,35.02441
Poltava,Khorol's'kyi,17952.0,49.80725,33.10109
Poltava,Kobeliats'kyi,18419.0,49.03787,34.17847
Poltava,Komsomol's'ka,18566.0,49.10158,33.63501
Poltava,Kotelevs'kyi,18802.0,50.061675,34.82666
Poltava,Kozel'shchyns'kyi,18867.0,49.36091,33.95874
Poltava,Kremenchuts'ka,18970.0,49.06283,33.445
Poltava,Kremenchuts'kyi,18971.0,49.065499,33.410241
Poltava,Lubens'kyi,20836.0,50.114288,33.116132
Poltava,Mashivs'kyi,22201.0,49.1817,34.94751
Poltava,Myrhorods'kyi,24275.0,49.965752,33.611455
Poltava,Novosanzhars'kyi,25924.0,49.41291,34.19495
Poltava,Poltavs'ka,28898.0,49.589531,34.551245
Poltava,Poltavs'kyi,28899.0,49.64912,34.54788
Poltava,Pyriatyns'kyi,29616.0,50.244174,32.516246
Poltava,Reshetylivs'kyi,30301.0,49.67942,34.111053
Poltava,Shyshats'kyi,33946.0,49.8798,34.04354
Poltava,Velykobahachans'kyi,39269.0,49.732386,33.778487
Poltava,Zin'kivs'kyi,41369.0,50.1661,34.46906
Rivne,Bereznivs'kyi,4374.0,51.05955,26.71945
Rivne,Dubens'kyi,10348.0,50.280234,25.60072
Rivne,Dubnivs'ka,10350.0,50.42361,25.75762
Rivne,Dubrovyts'kyi,10360.0,51.76044,26.77368
Rivne,Hoshchans'kyi,14544.0,50.55406,26.42169
Rivne,Korets'kyi,18665.0,50.669484999999995,27.04834
Rivne,Kostopil's'kyi,18743.0,51.039715,26.391165
Rivne,Ostroz'kyi,26909.0,50.198,26.2793
Rivne,Radyvylivs'kyi,29917.0,50.094435000000004,25.366875
Rivne,Rivnens'ka,30582.0,50.61992,26.251638
Rivne,Rivnens'kyi,30583.0,50.65555,26.14025
Rivne,Sarnens'kyi,32845.0,51.335049,26.617315
Rivne,Volodymyrets'kyi,39787.0,51.32337,25.89709
Rivne,Zdolbunivs'kyi,41222.0,50.51637,26.24016
Sevastopol',Balaklavs'kyi,3177.0,44.527125,33.599289999999996
Sevastopol',Haharins'kyi,13688.0,44.5963605,33.465131
Sevastopol',Lenins'kyi,20221.0,44.6010512,33.5229142
Sevastopol',Nakhimovs'kyi,24696.0,44.68745,33.56323
Sumy,Bilopils'kyi,4621.0,51.106236,34.123755
Sumy,Buryns'kyi,6034.0,51.215135000000004,33.770340000000004
Sumy,Hlukhivs'kyi,14364.0,51.678068,34.11633
Sumy,Iampil's'kyi,14822.0,51.94765,33.93845
Sumy,Konotops'kyi,18617.0,51.238791,33.210168
Sumy,Krasnopil's'kyi,18946.0,50.77156,35.258713
Sumy,Krolevets'kyi,18997.0,51.4811,33.4029
Sumy,Lebedyns'kyi,20119.0,50.58297,34.482739
Sumy,Nedryhailivs'kyi,25039.0,51.0,34.0
Sumy,Okhtyrs'ka,26413.0,50.300239,34.890404
